product_title,category_label,number_of_views,merchant_rating,listing_date,title_word_count,title_char_count,longest_word_length
bosch built in 8 kg washing machine wiw28300gb,Washing Machines,4244.0,3.3,2023-08-06,8,46,10
bosch serie 6 wvg30462gb 7kg wash 4kg dry freestanding washer dryer white,Washing Machines,3848.0,4.0,2024-09-28,12,73,12
wvg30462gb washer dryer 7kg load 1500rpm spin a energy rating in white,Washing Machines,698.0,1.4,2023-08-23,12,70,10
bosch serie 6 wvg30462gb 7kg 4kg washer dryer with 1500 rpm white a rated,Washing Machines,107.0,3.0,2024-04-25,14,73,10
bosch wvg30462gb/wvg30462gb,Washing Machines,388.0,4.6,2022-12-08,2,27,21
bosch wvg30462gb a rated serie 6 7kg 4kg washer dryer with 1500 spin,Washing Machines,424.0,4.5,2024-08-11,13,68,10
bosch wvg30462gb 7kg washer dryer white,Washing Machines,2494.0,1.2,2022-01-22,6,39,10
bosch serie 6 free standing washer dryer in white,Washing Machines,2965.0,2.2,2022-06-15,9,49,8
bosch wvg30462gb washer dryer in white 1500rpm 7kg 4kg a rated,Washing Machines,2703.0,2.8,2022-08-22,11,62,10
bosch wvg30462gb 1500 spin 7kg washer dryer,Washing Machines,1999.0,1.7,2023-10-03,7,43,10
bosch serie 6 7kg 4kg 1500 spin washer dryer in white wvg30462gb,Washing Machines,3575.0,3.9,2023-08-30,12,64,10
bosch wvg30462gb 7kg/4kg 1500 spin washer dryer white a rated,Washing Machines,1527.0,1.7,2023-06-24,10,61,10
bosch wvg30462gb 1500rpm 7 4kg serie 6 washer dryer white,Washing Machines,4053.0,2.4,2024-11-24,10,57,10
bosch serie 6 wvg30462gb 7kg 4kg washer dryer with 1500 rpm white a rated,Washing Machines,2026.0,3.7,2022-11-14,14,73,10
bosch wvg30462gb 7kg washer dryer,Washing Machines,2368.0,2.9,2022-12-09,5,33,10
serie 6 wvg30462gb 7kg 1500 spin washer dryer,Washing Machines,2766.0,4.0,2024-09-05,8,45,10
bosch serie 6 wvg30462gb 7kg wash 4kg dry freestanding washer dryer,Washing Machines,1855.0,4.8,2023-09-29,11,67,12
bosch wvg30462gb,Washing Machines,446.0,1.5,2022-03-20,2,16,10
bosch wan28201gb/wan28201gb,Washing Machines,1597.0,3.8,2024-06-11,2,27,21
bosch wan28201gb 8kg serie 4 washing machine 1400rpm white,Washing Machines,209.0,1.9,2023-07-27,9,58,10
bosch wan28201gb washing machine,Washing Machines,848.0,2.7,2023-03-25,4,32,10
bosch serie 4 wan28201gb 8kg 1400 spin washing machine in white a 10,Washing Machines,1651.0,1.1,2022-10-09,13,68,10
bosch wan28201gb a 8kg 1400rpm spin washing machine,Washing Machines,1916.0,1.5,2023-11-06,8,51,10
bosch wan28201gb automatic washing machine,Washing Machines,3529.0,2.3,2022-02-26,5,42,10
bosch wan28201gb serie 4 washing machine in white 1400rpm 8kg a rated,Washing Machines,1918.0,2.4,2022-07-10,12,69,10
bosch wan28201gb 8kg1400 spin washing machine,Washing Machines,576.0,4.6,2023-10-06,6,45,10
serie 4 wan28201gb 8kg 1400 spin washing machine,Washing Machines,688.0,4.0,2022-02-11,8,48,10
bosch wan28201gb 1400 spin 8kg washing machine,Washing Machines,789.0,4.9,2023-11-10,7,46,10
bosch serie 4 wan28201gb 8kg 1400rpm freestanding washing machine white,Washing Machines,1355.0,3.4,2023-05-17,10,71,12
bosch wan28201gb 8kg 1400 spin washing machine white a rated,Washing Machines,1687.0,2.0,2024-02-29,10,60,10
bosch serie 4 wan28201gb 8kg 1400rpm freestanding washing machine white,Washing Machines,349.0,2.3,2024-01-20,10,71,12
bosch wan28201gb 8kg 1400rpm freestanding washing machine white,Washing Machines,2717.0,2.3,2024-01-12,8,63,12
bosch 8kg 1400 spin washing machine wan28201gb,Washing Machines,3539.0,2.3,2022-06-14,7,46,10
bosch wan28201gb washer 1400rpm 8kg serie 4 white,Washing Machines,4521.0,3.7,2024-01-25,8,49,10
bosch wat28371gb 9kg 1400 spin washing machine white,Washing Machines,4422.0,3.1,2022-03-31,8,52,10
bosch wan28201gb,Washing Machines,1129.0,2.5,2024-09-13,2,16,10
bosch wan28201gb automatic washing machine,Washing Machines,4350.0,1.6,2024-12-17,5,42,10
bosch serie 6 wat28450gb 9 kg 1400 spin washing machine white,Washing Machines,4539.0,1.1,2023-10-10,11,61,10
bosch wat28371gb/wat28371gb,Washing Machines,4208.0,1.9,2024-01-20,2,27,21
bosch wat28371gb 9kg washing machine 1400rpm white,Washing Machines,4784.0,1.4,2024-03-29,7,50,10
bosch serie 6 free standing washing machine in white,Washing Machines,990.0,4.1,2022-08-31,9,52,8
washing machine,Washing Machines,1873.0,1.4,2023-10-25,2,15,7
bosch wat28371gb washing machine,Washing Machines,4141.0,3.9,2024-05-07,4,32,10
bosch serie 6 wat28371gb 9kg 1400rpm freestanding washing machine white,Washing Machines,4852.0,2.5,2022-08-07,10,71,12
bosch wat28371gb a 9kg 1400 spin washing machine in white,Washing Machines,1376.0,1.3,2022-01-09,10,57,10
bosch wat28371gb a 9kg 1400rpm spin washing machine,Washing Machines,1226.0,4.3,2023-03-06,8,51,10
bosch wat28371gb washing machine in white 1400rpm 9kg a 30,Washing Machines,563.0,3.3,2022-01-13,10,58,10
bosch wat28371gb 9kg 1400 spin washing machine,Washing Machines,2887.0,1.9,2024-06-25,7,46,10
serie 6 wat28371gb 9kg 1400 spin washing machine,Washing Machines,1340.0,4.6,2024-08-27,8,48,10
bosch wat28371gb 1400 spin washing machine,Washing Machines,3737.0,1.2,2023-11-21,6,42,10
bosch wat28371gb a 9kg 1400 spin 15 programmes washing machine in white,Washing Machines,1437.0,1.8,2024-12-26,12,71,10
bosch wat28371gb 9kg 1400 spin washing machine white a rated,Washing Machines,94.0,4.0,2023-11-08,10,60,10
bosch wat28371gb 9kg 1400rpm freestanding white washing machine,Washing Machines,3296.0,3.8,2022-07-03,8,63,12
bosch wat28371gb,Washing Machines,948.0,2.2,2024-10-01,2,16,10
bosch wiw28500gb fully integrated automatic washing machine which best buy,Washing Machines,4648.0,1.2,2022-07-27,10,74,10
bosch wiw28500gb integrated 8kg washing machine,Washing Machines,2692.0,4.4,2023-06-12,6,47,10
bosch wiw28500gb/wiw28500gb,Washing Machines,4161.0,2.3,2024-03-28,2,27,21
bosch serie 8 wiw28500gb 8kg 1400 spin built in washing machine a,Washing Machines,3281.0,1.8,2024-09-29,12,65,10
bosch wiw28500gb integrated 8kg front loading washing machine white,Washing Machines,1497.0,3.1,2023-03-31,9,67,10
bosch serie 8 wiw28500gb 8kg 1400rpm integrated washing machine white,Washing Machines,4760.0,4.6,2024-06-20,10,69,10
bosch serie 8 wiw28500gb 8kg 1400rpm integrated washing machine white,Washing Machines,2731.0,1.2,2022-09-01,10,69,10
bosch wiw28500gb integrated washer 1400rpm 8kg led display white,Washing Machines,2743.0,4.1,2024-02-10,9,64,10
bosch serie 8 integrated washing machine in white,Washing Machines,4275.0,3.3,2022-08-26,8,49,10
bosch wiw28500gb series 8 8kg integrated washing machine,Washing Machines,2881.0,2.7,2022-12-11,8,56,10
bosch wiw28500gb integrated washing machine 1400rpm 8kg a,Washing Machines,201.0,4.0,2022-11-06,8,57,10
bosch wiw28500gb integrated 8kg front loading washing machine white,Washing Machines,1498.0,4.9,2022-02-07,9,67,10
bosch wkd28351gb integrated washer dryer 1400rpm 7/4kg large display,Washing Machines,3086.0,1.9,2022-02-01,9,68,10
bosch wkd28351gb integrated washer dryer white,Washing Machines,3113.0,1.6,2022-10-19,6,46,10
bosch wkd28351gb/wkd28351gb,Washing Machines,2590.0,4.7,2022-10-19,2,27,21
bosch serie 4 integrated washer dryer in white,Washing Machines,1948.0,3.7,2024-01-28,8,46,10
bosch wkd28351gb 1400 spin 7kg 4kg integrated washer dryer,Washing Machines,3604.0,2.8,2023-08-01,9,58,10
bosch serie 4 wkd28351gb 7kg wash 4kg dry 1400rpm integrated washer dryer white,Washing Machines,3963.0,3.3,2023-08-28,13,79,10
bosch wkd28351gb integrated 7kg 4kg 1400 spin washer dryer,Washing Machines,693.0,4.0,2023-03-23,9,58,10
bosch built in 7 kg wash 4 kg dryer wkd28351gb,Washing Machines,1719.0,4.1,2022-10-05,10,46,10
bosch wkd28351gb series 4 7kg integrated automatic washer dryer,Washing Machines,3933.0,4.7,2024-09-20,9,63,10
bosch wkd28351gb built in 7kg washer dryer,Washing Machines,3732.0,2.7,2023-06-16,7,42,10
bosch built in 7 kg wash 4 kg dryer wkd28351gb,Washing Machines,2659.0,2.2,2024-09-10,10,46,10
iq500 wm14t391gb 8kg 1400 spin washing machine,Washing Machines,1721.0,3.6,2023-08-25,7,46,10
siemens extraklasse wm14t391gb 1400 spin 8kg washing machine in white,Washing Machines,4051.0,2.7,2023-07-16,10,69,11
siemens wm14t391gb a iq500 front loading 8kg 1400 spin washing machine,Washing Machines,2291.0,3.4,2024-10-30,11,70,10
siemens free standing washing machine wm14t391gb white,Washing Machines,4199.0,2.7,2023-08-14,7,54,10
siemens wm14t391gb iq500 washing machine in white 1400rpm 8kg a rated,Washing Machines,2698.0,1.6,2022-02-28,11,69,10
siemens wm14t391gb 1400 spin washing machine,Washing Machines,3374.0,2.9,2023-04-04,6,44,10
siemens extraklasse wm14t391gb 8kg 1400 spin washing machine white a rated,Washing Machines,1010.0,3.8,2022-04-14,11,74,11
siemens extraklasse waschmaschine iq500 wm14t391,Washing Machines,1041.0,4.2,2024-04-10,5,48,13
siemens extraklasse wm14k280gb 1400 spin 8kg washing machine,Washing Machines,1557.0,3.0,2024-02-28,8,60,11
siemens wm14t391gb,Washing Machines,1207.0,1.7,2022-04-14,2,18,10
bosch wawh8660gb 9kg washing machine,Washing Machines,1680.0,2.7,2024-01-12,5,36,10
serie 8 wawh8660gb idos 9kg 1400 spin washing machine home connect,Washing Machines,3621.0,4.1,2022-10-28,11,66,10
bosch wawh8660gb 1400rpm 9kg home connect washing machine,Washing Machines,3352.0,2.7,2023-10-16,8,57,10
1400rpm washing machine 9kg class a home connect,Washing Machines,1678.0,3.8,2023-07-09,8,48,7
bosch wawh8660gb 1400rpm 9kg serie 8 washing machine chrome door,Washing Machines,3596.0,3.0,2023-09-20,10,64,10
bosch wawh8660gb 9kg serie 8 i dos washing machine 1400rpm white,Washing Machines,2745.0,2.0,2024-07-17,11,64,10
bosch wawh8660gb/wawh8660gb,Washing Machines,3545.0,4.2,2022-12-26,2,27,21
bosch serie 8 i dos wawh8660gb 9kg 1400rpm freestanding washing machine white,Washing Machines,2993.0,1.3,2022-03-28,12,77,12
bosch wawh8660gb serie 8 washing machine in white 1400rpm 9kg i dos,Washing Machines,780.0,3.1,2023-03-04,12,67,10
bosch wawh8660gb 9kg i dos washing machine,Washing Machines,945.0,1.8,2023-01-02,7,42,10
bosch serie 8 i dos free standing washing machine in white,Washing Machines,3428.0,1.3,2022-12-09,11,58,8
bosch wawh8660gb 1400rpm 9kg home connect washing machine,Washing Machines,3098.0,3.0,2022-12-13,8,57,10
siemens extraklasse wm14t492gb 1400 spin 9kg washing machine,Washing Machines,547.0,3.0,2022-04-06,8,60,11
siemens wm14t492gb a extraklasse 9kg 1400 spin washing machine,Washing Machines,2207.0,3.8,2024-06-02,9,62,11
washing machine,Washing Machines,2984.0,4.0,2023-05-01,2,15,7
siemens free standing washing machine wm14t492gb white,Washing Machines,2590.0,3.9,2023-08-27,7,54,10
siemens wm14t492gb washing machine in white 1400rpm 9kg a rated,Washing Machines,2174.0,2.6,2023-02-16,10,63,10
siemens wm14t492gb extraklasse 9kg washing machine,Washing Machines,1797.0,3.5,2023-03-24,6,50,11
iq500 wm14t492gb 9kg 1400 spin washing machine,Washing Machines,1880.0,3.3,2022-09-04,7,46,10
siemens wm14t492gb 1400 spin washing machine,Washing Machines,3056.0,2.7,2024-02-09,6,44,10
siemens extraklasse wm14t492gb 9kg 1400 spin washing machine white a rated,Washing Machines,2257.0,3.4,2023-11-30,11,74,11
siemens wm14t492gb,Washing Machines,2197.0,4.8,2023-02-25,2,18,10
siemens free standing washing machine wm14t492gb white,Washing Machines,30.0,1.8,2022-05-04,7,54,10
washing machine,Washing Machines,611.0,4.6,2024-07-29,2,15,7
zanussi zwf01483wh freestanding 60cm washing machine in white,Washing Machines,4397.0,1.2,2024-05-26,8,61,12
zanussi zwf01483wh 10kg washing machine,Washing Machines,2912.0,2.2,2024-03-10,5,39,10
1400rpm washing machine 10kg load class a white,Washing Machines,3802.0,3.5,2024-11-12,8,47,7
zanussi zwf01483wh 10kg 1400 spin washing machine white a rated,Washing Machines,2812.0,1.5,2024-08-02,10,63,10
zanussi zwf01483wh a 10kg 1400 spin washing machine in white,Washing Machines,682.0,4.5,2022-07-19,10,60,10
zanussi zwf01483wh lindo300 washing machine in white 1400rpm 10kg a,Washing Machines,256.0,4.3,2022-10-30,10,67,10
zanussi zwf01483wh lindo300 10kg washing machine,Washing Machines,939.0,3.6,2024-01-08,6,48,10
zanussi zwf01483wh lindo300 10kg washing machine,Washing Machines,2894.0,2.8,2022-06-25,6,48,10
zwf01483wh 10kg 1400 spin washing machine,Washing Machines,3185.0,4.7,2024-11-18,6,41,10
zanussi zwf01483wh lindo300 10kg washing machine,Washing Machines,776.0,4.3,2023-11-08,6,48,10
zanussi zwf01483wh,Washing Machines,2732.0,3.0,2023-06-19,2,18,10
iq300 wm14n190gb 7kg 1400 spin washing machine,Washing Machines,731.0,3.8,2023-04-22,7,46,10
siemens wm14n190gb white extraklasse 1400 spin 7kg washing machine,Washing Machines,2042.0,3.3,2023-01-18,9,66,11
siemens wm14n190gb a rated iq300 7kg 1400rpm spin washing machine,Washing Machines,969.0,3.4,2023-07-10,10,65,10
washing machine,Washing Machines,102.0,2.3,2022-11-30,2,15,7
siemens wm14n190gb washing machine in white 1400rpm 7kg a rated,Washing Machines,1083.0,2.8,2024-06-16,10,63,10
siemens wm14n190gb extraklasse 1400 spin washing machine,Washing Machines,4862.0,1.3,2024-07-19,7,56,11
siemens wm14n190gb 1400 spin washing machine,Washing Machines,3070.0,2.4,2023-11-16,6,44,10
siemens extraklasse wm14n190gb 7kg 1400 spin washing machine white a rated,Washing Machines,3748.0,3.8,2023-07-15,11,74,11
siemens wm14n190gb,Washing Machines,371.0,4.8,2022-05-03,2,18,10
siemens wm14n190gb 1400 spin 7kg front loading washing machine white,Washing Machines,678.0,4.9,2024-11-24,10,68,10
samsung ww90k5413ux 9kg addwash ww5500 washing machine 1400rpm graphite,Washing Machines,201.0,3.2,2023-09-10,9,71,11
samsung addwash ecobubble free standing washing machine in graphite,Washing Machines,88.0,3.4,2024-09-14,9,67,9
samsung ww90k5413ux 9kg addwash/ecobubble 1400rpm freestanding washing machine graphite,Washing Machines,1996.0,1.7,2024-04-19,9,87,17
samsung ww90k5413ux addwash/ ecobubble 9kg 1400rpm freestanding washing machine graphite,Washing Machines,4494.0,3.8,2023-02-20,10,88,12
samsung ww90k5413ux addwash/ ecobubble 9kg 1400rpm freestanding washing machine graphite,Washing Machines,187.0,1.3,2023-12-09,10,88,12
samsung ww90k5413ux 1400rpm 9kg addwash ecobubble washer graphite,Washing Machines,4747.0,2.1,2023-09-29,8,65,11
samsung addwash ww90k5413ux 9kg 1400 spinwashing machine in inox,Washing Machines,1554.0,3.7,2022-12-13,9,64,11
samsung ww90k5413ux addwash washing machine in inox 1400rpm 9kg a,Washing Machines,4682.0,2.2,2022-02-06,10,65,11
ww90k5413ux 9kg 1400 spin addwash washing machine,Washing Machines,229.0,1.2,2023-05-27,7,49,11
samsung ww90k5413ux addwash 1400 9kg spin,Washing Machines,3552.0,4.3,2024-04-28,6,41,11
samsung ww90k5413ux 9kg 1400 spin addwash washing machine inox a rated,Washing Machines,54.0,2.2,2023-06-19,11,70,11
samsung ww90k5413ux,Washing Machines,4366.0,1.3,2024-06-28,2,19,11
neff w544bx0gb fully integrated washing machine which best buy,Washing Machines,4031.0,1.3,2024-02-12,9,62,10
neff w544bx0gb 8kg 1400rpm integrated washing machine white,Washing Machines,1123.0,2.0,2023-10-26,8,59,10
neff w544bx0gb integrated 8 kg 1400 spin washing machine,Washing Machines,3140.0,1.7,2024-11-07,9,56,10
neff w544bx0gb ultra energy efficient 8kg 1400rpm integrated washing machine,Washing Machines,3370.0,4.1,2022-01-27,10,76,10
neff w544bx0gb/w544bx0gb,Washing Machines,1552.0,2.3,2023-06-20,2,24,19
neff integrated washing machine in white,Washing Machines,115.0,4.2,2024-11-18,6,40,10
neff w544bx0gb integrated washer 1400rpm 8kg large led display,Washing Machines,3613.0,1.7,2024-10-04,9,62,10
neff integrated washing machine w544bx0gb,Washing Machines,4418.0,3.0,2023-10-20,5,41,10
neff w544bx0gb,Washing Machines,2610.0,3.8,2023-10-02,2,14,9
neff w544bx0gb 1400rpm built in 8kg washing machine white,Washing Machines,359.0,3.6,2022-02-11,9,57,9
zanussi zwf81443w 1400rpm spin white 8kg washing machine,Washing Machines,27.0,3.4,2022-08-01,8,56,9
zanussi zwf81443w 1400 spin 8kg washing machine,Washing Machines,3837.0,4.7,2024-04-15,7,47,9
zanussi zwf81443w washing machine in white 1400rpm 8kg a rated,Washing Machines,3533.0,1.9,2023-12-03,10,62,9
zanussi zwf81443w 8kg washing machine,Washing Machines,1418.0,3.0,2022-03-21,5,37,9
zwf81443w 8kg 1400 spin washing machine,Washing Machines,4039.0,4.5,2024-08-12,6,39,9
zanussi zwf81443w 8kg washing machine,Washing Machines,2916.0,1.3,2024-06-20,5,37,9
zanussi zwf81443wh 1400rpm washing machine 8kg load class a white,Washing Machines,1294.0,1.2,2023-02-28,10,65,10
zanussi zwf81443w 8kg 1400 spin washing machine white a rated,Washing Machines,3629.0,1.9,2024-07-07,10,61,9
zanussi zwf81443w,Washing Machines,2075.0,3.5,2023-05-31,2,17,9
zanussi zwf81443w,Washing Machines,4839.0,2.0,2022-06-14,2,17,9
zanussi zwf81443w 1400 spin 8kg washing machine,Washing Machines,3677.0,1.8,2024-09-23,7,47,9
zanussi lindo300 zwf91283w 1200rpm spin white 9kg washing machine,Washing Machines,3153.0,2.8,2024-09-19,9,65,9
zanussi zwf91283w washing machine 9kg 1200 spin,Washing Machines,1778.0,3.5,2024-06-11,7,47,9
zanussi zwf91283w 9kg washing machine,Washing Machines,4675.0,2.0,2024-10-12,5,37,9
zanussi zwf91283w lindo300 9kg washing machine,Washing Machines,3894.0,2.2,2024-12-01,6,46,9
zanussi zwf91283w 9kg 1200 spin washing machine white a rated,Washing Machines,2498.0,3.5,2024-01-11,10,61,9
1200rpm washing machine 9kg load class a white,Washing Machines,4528.0,4.8,2024-01-25,8,46,7
zanussi zwf91283w a 9kg 1200 spin washing machine white,Washing Machines,373.0,3.7,2023-02-20,9,55,9
zwf91283w 9kg 1200 spin washing machine,Washing Machines,2265.0,4.1,2024-12-14,6,39,9
zanussi zwf91283w 1200rpm washing machine 9kg load class a white,Washing Machines,1131.0,2.5,2022-12-02,10,64,9
bosch wab28162gb a rated 6kg washing machine with 1400rpm spin,Washing Machines,1842.0,2.1,2024-05-30,10,62,10
bosch wab28162gb serie 4 washing machine in white 1400rpm 6kg 2yr gtee,Washing Machines,4444.0,4.2,2023-11-16,12,70,10
bosch wab28162gb washing machine,Washing Machines,787.0,2.8,2024-01-11,4,32,10
wab28162gb 6kg 1400 spin washing machine,Washing Machines,1545.0,4.4,2022-01-30,6,40,10
bosch wab28162gb 1400 spin 6kg washing machine,Washing Machines,4121.0,5.0,2023-07-29,7,46,10
bosch wab28162gb 1400rpm spin white 6kg washing machine,Washing Machines,4954.0,1.3,2022-08-09,8,55,10
bosch wab28162gb 6kg 1400 spin washing machine white a rated,Washing Machines,369.0,1.2,2024-04-06,10,60,10
bosch ltd wab28162gb 1400rpm washing machine 6kg load class a white,Washing Machines,4979.0,1.6,2023-08-17,11,67,10
bosch wab28162gb washing machine,Washing Machines,4374.0,2.5,2024-01-24,4,32,10
neff w543bx0gb integrated washer 1400rpm 8kg large led display,Washing Machines,1702.0,1.5,2024-11-28,9,62,10
neff w543bx0gb 8kg integrated washing machine,Washing Machines,1657.0,4.5,2024-10-17,6,45,10
neff w543bx0gb 8kg 1400rpm integrated washing machine,Washing Machines,1928.0,1.1,2023-05-07,7,53,10
integrated washing machine,Washing Machines,4055.0,2.3,2023-03-14,3,26,10
neff w543bx0gb integrated 8 kg 1400 spin washing machine white,Washing Machines,606.0,1.7,2023-04-24,10,62,10
neff w543bx0gb/w543bx0gb,Washing Machines,2576.0,4.7,2024-02-22,2,24,19
neff integrated washing machine in white,Washing Machines,4124.0,3.7,2024-08-06,6,40,10
neff w543bxogb 8kg 1400 spin washing machine white,Washing Machines,322.0,4.6,2024-10-04,8,50,9
neff w543bx0gb 8kg 1400 spin fully integrated washing machine,Washing Machines,1876.0,4.9,2022-03-13,9,61,10
neff w543bx0gb built in 8kg washing machine,Washing Machines,583.0,3.0,2023-08-05,7,43,9
neff w543bx0gb built in 8kg 1400rpm washing machine in white a,Washing Machines,2809.0,1.9,2022-08-08,11,62,9
bosch serie 8 wayh8790gb a 30 9kg 1400 spin washing machine with home connect,Washing Machines,655.0,1.8,2024-10-24,14,77,10
bosch wayh8790gb 9kg serie 8 washing machine 1400rpm white,Washing Machines,4881.0,1.9,2024-09-29,9,58,10
bosch serie 8 free standing washing machine in white,Washing Machines,222.0,3.8,2022-10-17,9,52,8
washing machine,Washing Machines,2122.0,1.2,2023-01-15,2,15,7
bosch wayh8790gb 9kg washing machine,Washing Machines,2220.0,1.2,2024-03-14,5,36,10
serie 8 wayh8790gb 9kg 1400 spin washing machine home connect,Washing Machines,3550.0,3.4,2024-01-13,10,61,10
bosch serie 8 wayh8790gb smart washing machine white,Washing Machines,2442.0,3.6,2022-03-21,8,52,10
bosch serie 8 wayh8790gb 9kg 1400rpm freestanding washing machine white,Washing Machines,4928.0,3.7,2022-03-07,10,71,12
bosch wayh8790gb 9kg 1400rpm home connect washing machine,Washing Machines,3985.0,2.5,2022-05-16,8,57,10
1400rpm washing machine 9kg class a home connect,Washing Machines,166.0,4.2,2023-02-03,8,48,7
bosch wayh8790gb 1400rpm 9kg serie 8 washing machine chrome door,Washing Machines,2016.0,3.1,2022-12-13,10,64,10
bosch wayh8790gb serie 8 washing machine in white 1400rpm 9kg a,Washing Machines,117.0,1.4,2022-02-28,11,63,10
bosch wayh8790gb 1400 spin home connect washing,Washing Machines,1809.0,4.2,2024-02-17,7,47,10
bosch wayh8790gb 9kg 1400rpm home connect washing machine,Washing Machines,2206.0,4.8,2023-06-03,8,57,10
blomberg lwf29441w 1400rpm washing machine 9kg load class a white,Washing Machines,1250.0,1.2,2023-12-15,10,65,9
blomberg lwf29441w a 9kg washing machine with 1400rpm spin,Washing Machines,4006.0,2.6,2024-09-03,9,58,9
blomberg lwf29441w 1400 spin 9kg washing machine,Washing Machines,3109.0,3.0,2022-03-20,7,48,9
blomberg lwf29441w washing machine in white 1400rpm 9kg a 3yr gtee,Washing Machines,4558.0,1.6,2022-04-25,11,66,9
lwf29441w 1400 spin 9kg washing machine,Washing Machines,1671.0,4.5,2024-09-12,6,39,9
blomberg lwf29441w 1400 spin 9kg washing machine,Washing Machines,2151.0,2.1,2022-05-06,7,48,9
blomberg lwf29441w 9kg 1400 spin washing machine white a rated,Washing Machines,2297.0,4.1,2023-07-27,10,62,9
blomberg lwf29441w,Washing Machines,1036.0,3.7,2024-08-22,2,18,9
blomberg lwf29441w 1400 spin 9kg washing machine,Washing Machines,2614.0,3.4,2023-05-15,7,48,9
blomberg lwf28441w 1400rpm spin 8kg white washing machine,Washing Machines,1879.0,1.8,2024-04-08,8,57,9
blomberg lwf28441w a 1400 spin 8kg washing machine,Washing Machines,596.0,1.9,2023-09-18,8,50,9
blomberg lwf28441w 1400 spin 8kg washing machine,Washing Machines,620.0,1.2,2023-03-28,7,48,9
blomberg lwf28441w washing machine in white 1400rpm 8kg a 3yr gtee,Washing Machines,70.0,2.0,2023-01-20,11,66,9
lwf28441w 1400 spin 8kg washing machine,Washing Machines,1803.0,2.4,2022-12-29,6,39,9
blomberg lwf28441w 8kg washing machine,Washing Machines,4533.0,4.3,2023-05-13,5,38,9
blomberg lwf28441w 8kg 1400 spin washing machine white a rated,Washing Machines,1067.0,2.5,2023-06-21,10,62,9
blomberg lwf28441w,Washing Machines,1925.0,4.0,2022-01-16,2,18,9
samsung ww90j5455mw 1400 spin 9kg washing machine,Washing Machines,3442.0,4.1,2023-09-12,7,49,11
samsung ww90j5455mw 1400 9kg ecobubble washing,Washing Machines,3183.0,4.9,2022-10-27,6,46,11
samsung ww90j5455mw 9kg 1400 spin washing machine white a rated,Washing Machines,1402.0,2.0,2022-12-05,10,63,11
samsung ww90j5455mw 9kg washing machine,Washing Machines,2361.0,4.4,2022-10-30,5,39,11
samsung ww90j5455mw a 9kg 1400 spin washing machine,Washing Machines,1438.0,3.5,2023-08-15,8,51,11
samsung ww90j5455mw eco bubble washing machine in white 1400rpm 9kg a,Washing Machines,484.0,3.6,2024-07-02,11,69,11
samsung ww90j5455mw 9kg washing machine with ecobubble technology,Washing Machines,4264.0,2.7,2024-02-19,8,65,11
ww90j5455mw 9kg 1600 spin washing machine,Washing Machines,4898.0,1.9,2024-07-09,6,41,11
samsung 9kg 1400 spin washing machine,Washing Machines,245.0,1.3,2023-01-01,6,37,7
samsung ww90j5455mw,Washing Machines,4944.0,3.1,2023-10-15,2,19,11
samsung ww90j5455mw 9kg washing machine,Washing Machines,3371.0,5.0,2024-10-02,5,39,11
hotpoint bhwd149 7kg fully integrated washer dryer,Washing Machines,1350.0,4.0,2023-01-31,7,50,10
integrated washer dryer,Washing Machines,529.0,2.3,2024-03-14,3,23,10
hotpoint bhwd1491 7kg wash 5kg dry 1400rpm integrated washer dryer white,Washing Machines,4942.0,4.3,2024-11-17,11,72,10
hotpoint bhwd1491 7kg wash 5kg dry 1400rpm integrated washer dryer white,Washing Machines,3814.0,4.1,2024-04-24,11,72,10
hotpoint bhwd1491 integrated washer dryer 1400rpm 7kg 5kg b rated,Washing Machines,1788.0,2.1,2024-05-21,10,65,10
hotpoint aquarius integrated washer dryer in white,Washing Machines,1702.0,1.1,2022-04-25,7,50,10
1400rpm integrated washer dryer 7kg/5kg load white,Washing Machines,3625.0,1.5,2023-01-08,7,50,10
hotpoint bhwd149/1 washer dryer white,Washing Machines,3320.0,4.5,2024-04-29,5,37,9
hotpoint bhwd149 integrated washer dryer,Washing Machines,759.0,4.3,2022-03-31,5,40,10
hotpoint bhwd1491 built in washer dryer 1400rpm 7 5kg,Washing Machines,1403.0,2.2,2024-01-27,9,53,8
hotpoint aquarius bhwd149/1 7/5kg 1400 spin integrated washer dryer white,Washing Machines,797.0,2.1,2022-01-31,10,73,10
hotpoint bhwd1491 built in 7kg washer dryer,Washing Machines,531.0,4.2,2022-12-24,7,43,8
hotpoint bhwd149 8kg 5kg integrated washer dryer white,Washing Machines,1917.0,4.8,2023-04-15,8,54,10
hotpoint bhwd149 1/bhwd149 1,Washing Machines,4959.0,4.1,2022-09-27,4,28,9
hotpoint bhwd149 integrated washer dryer,Washing Machines,4137.0,3.4,2022-07-28,5,40,10
bosch wan24100gb 7kg washing machine,Washing Machines,3416.0,2.0,2023-11-21,5,36,10
bosch wan24100gb a 7kg washing machine with 1200rpm spin,Washing Machines,598.0,3.1,2023-04-02,9,56,10
bosch wan24100gb serie 4 washing machine in white 1200rpm 7kg a,Washing Machines,4904.0,4.2,2022-03-09,11,63,10
bosch wan24100gb 7kg serie 4 washing machine 1200rpm white,Washing Machines,2909.0,2.5,2024-05-23,9,58,10
bosch serie 4 wan24100gb 7kg 1200 spin washing machine in white a 10,Washing Machines,678.0,4.3,2023-04-12,13,68,10
